time,open,high,low,close,Volume
1709762400,0.65643,0.65659,0.65614,0.656145,NaN
1709766000,0.656145,0.656735,0.656145,0.65667,NaN
1709769600,0.65667,0.65732,0.65663,0.657205,NaN
1709773200,0.657205,0.657615,0.656795,0.65693,NaN
1709776800,0.65693,0.65756,0.6564,0.657455,NaN
1709780400,0.657455,0.6584,0.6571,0.658195,NaN
1709784000,0.658195,0.658865,0.65814,0.658465,NaN
1709787600,0.658465,0.65851,0.657585,0.657605,NaN
1709791200,0.657605,0.658615,0.6574,0.658605,NaN
1709794800,0.658605,0.659005,0.65802,0.658925,NaN
1709798400,0.658925,0.659475,0.658295,0.65938,NaN
1709802000,0.65938,0.659765,0.658665,0.65969,NaN
1709805600,0.65969,0.660735,0.65969,0.66067,NaN
1709809200,0.66067,0.66085,0.66031,0.66042,NaN
1709812800,0.66042,0.660755,0.66031,0.660395,NaN
1709816400,0.660395,0.66178,0.66019,0.66092,NaN
1709820000,0.66092,0.661425,0.660305,0.66112,NaN
1709823600,0.66112,0.66182,0.66015,0.66167,NaN
1709827200,0.66167,0.66247,0.66129,0.66177,NaN
1709830800,0.66177,0.662015,0.66126,0.66172,NaN
1709834400,0.66172,0.66217,0.66171,0.66205,NaN
1709838000,0.66205,0.662275,0.661755,0.66219,NaN
1709841600,0.66219,0.66219,0.66176,0.66187,NaN
1709845200,0.66187,0.662085,0.661715,0.662025,NaN
1709848800,0.662025,0.66208,0.661675,0.661685,NaN
1709852400,0.661685,0.662155,0.661645,0.66215,NaN
1709856000,0.66215,0.66298,0.662035,0.662475,NaN
1709859600,0.662475,0.66271,0.661325,0.661965,NaN
1709863200,0.661965,0.662365,0.66142,0.662005,NaN
1709866800,0.662005,0.662735,0.66183,0.66271,NaN
1709870400,0.66271,0.66308,0.66245,0.66251,NaN
1709874000,0.66251,0.66339,0.66251,0.66335,NaN
1709877600,0.66335,0.663475,0.66282,0.66336,NaN
1709881200,0.66336,0.6637,0.66262,0.66362,NaN
1709884800,0.66362,0.66371,0.66306,0.663525,NaN
1709888400,0.663525,0.664545,0.663395,0.664425,NaN
1709892000,0.664425,0.66484,0.664315,0.66466,NaN
1709895600,0.66466,0.664855,0.66436,0.664645,NaN
1709899200,0.664645,0.664645,0.66366,0.66391,NaN
1709902800,0.66391,0.666765,0.6622,0.66446,NaN
1709906400,0.66446,0.665345,0.664095,0.66455,NaN
1709910000,0.66455,0.66491,0.66332,0.664115,NaN
1709913600,0.664115,0.66414,0.662255,0.66258,NaN
1709917200,0.66258,0.66327,0.66215,0.66238,NaN
1709920800,0.66238,0.662395,0.661635,0.661925,NaN
1709924400,0.661925,0.66259,0.66159,0.66254,NaN
1709928000,0.66254,0.66268,0.66177,0.662105,NaN
1709931600,0.662105,0.662775,0.662105,0.66251,NaN
1710104400,0.66251,0.662845,0.66234,0.662535,NaN
1710108000,0.662535,0.662695,0.661985,0.66205,NaN
1710111600,0.66205,0.662565,0.661805,0.662495,NaN
1710115200,0.662495,0.66268,0.66198,0.66218,NaN
1710118800,0.66218,0.6627,0.66157,0.66178,NaN
1710122400,0.66178,0.661785,0.66086,0.660965,NaN
1710126000,0.660965,0.661745,0.66079,0.66118,NaN
1710129600,0.66118,0.661305,0.66071,0.661095,NaN
1710133200,0.661095,0.66149,0.661005,0.661385,NaN
1710136800,0.661385,0.6617,0.6612,0.66163,NaN
1710140400,0.66163,0.66192,0.66059,0.66177,NaN
1710144000,0.66177,0.662005,0.6608,0.66104,NaN
1710147600,0.66104,0.6621,0.66102,0.66184,NaN
1710151200,0.66184,0.662005,0.66142,0.661575,NaN
1710154800,0.661575,0.66177,0.66121,0.66156,NaN
1710158400,0.66156,0.661595,0.66001,0.66004,NaN
1710162000,0.66004,0.66106,0.660035,0.660155,NaN
1710165600,0.660155,0.660675,0.65969,0.66066,NaN
1710169200,0.66066,0.66086,0.659935,0.66077,NaN
1710172800,0.66077,0.66116,0.66044,0.66102,NaN
1710176400,0.66102,0.66127,0.66041,0.6606,NaN
1710180000,0.6606,0.661125,0.66037,0.661055,NaN
1710183600,0.661055,0.661175,0.660805,0.661055,NaN
1710187200,0.661055,0.66144,0.66104,0.66138,NaN
1710190800,0.66138,0.661595,0.661005,0.66121,NaN
1710194400,0.66121,0.66138,0.66107,0.661175,NaN
1710198000,0.661175,0.661565,0.66112,0.66144,NaN
1710201600,0.66144,0.662035,0.661345,0.66152,NaN
1710205200,0.66152,0.66214,0.66094,0.66176,NaN
1710208800,0.66176,0.66189,0.66106,0.661615,NaN
1710212400,0.661615,0.661975,0.66151,0.661645,NaN
1710216000,0.661645,0.66169,0.661285,0.66146,NaN
1710219600,0.66146,0.661895,0.661055,0.661215,NaN
1710223200,0.661215,0.66169,0.660865,0.66162,NaN
1710226800,0.66162,0.66205,0.6612,0.6619,NaN
1710230400,0.6619,0.6619,0.661235,0.661545,NaN
1710234000,0.661545,0.662055,0.661105,0.66157,NaN
1710237600,0.66157,0.66174,0.66127,0.66165,NaN
1710241200,0.66165,0.662075,0.66127,0.66145,NaN
1710244800,0.66145,0.66389,0.65864,0.66123,NaN
1710248400,0.66123,0.661245,0.65846,0.6596,NaN
1710252000,0.6596,0.66009,0.65873,0.659665,NaN
1710255600,0.659665,0.660185,0.6591,0.65998,NaN
1710259200,0.65998,0.660005,0.65947,0.65979,NaN
1710262800,0.65979,0.660125,0.65917,0.6599,NaN
1710266400,0.6599,0.66044,0.65975,0.660365,NaN
1710270000,0.660365,0.66057,0.66021,0.660515,NaN
1710273600,0.660515,0.660785,0.66049,0.66063,NaN
1710277200,0.66063,0.66066,0.66034,0.66064,NaN
1710280800,0.66064,0.6609,0.66047,0.660735,NaN
1710284400,0.660735,0.66089,0.66062,0.660735,NaN
1710288000,0.660735,0.661195,0.660325,0.66044,NaN
1710291600,0.66044,0.66078,0.66003,0.66031,NaN
1710295200,0.66031,0.6612,0.66031,0.661155,NaN
1710298800,0.661155,0.66167,0.66098,0.66136,NaN
1710302400,0.66136,0.661605,0.66118,0.66134,NaN
1710306000,0.66134,0.661745,0.66093,0.66157,NaN
1710309600,0.66157,0.661845,0.6609,0.66115,NaN
1710313200,0.66115,0.661585,0.660725,0.66144,NaN
1710316800,0.66144,0.66167,0.660935,0.661035,NaN
1710320400,0.661035,0.6611,0.660365,0.660745,NaN
1710324000,0.660745,0.661065,0.66038,0.66094,NaN
1710327600,0.66094,0.661545,0.660885,0.661285,NaN
1710331200,0.661285,0.66156,0.660665,0.66109,NaN
1710334800,0.66109,0.66198,0.661055,0.66153,NaN
1710338400,0.66153,0.66246,0.661235,0.66198,NaN
1710342000,0.66198,0.66244,0.66179,0.66222,NaN
1710345600,0.66222,0.66254,0.661975,0.662395,NaN
