time,open,high,low,close,Volume
1697058000,183.678,183.82,182.336,182.388,NaN
1697144400,182.388,182.947,181.275,181.584,NaN
1697403600,181.584,182.741,181.287,182.662,NaN
1697490000,182.662,182.807,181.017,182.52,NaN
1697576400,182.52,182.814,181.853,182.017,NaN
1697662800,182.017,182.523,181.177,181.907,NaN
1697749200,181.907,182.373,181.303,182.372,NaN
1698008400,182.372,183.425,182.09,183.376,NaN
1698094800,183.376,183.757,182.055,182.293,NaN
1698181200,182.293,182.456,181.635,181.943,NaN
1698267600,181.943,182.587,181.132,182.412,NaN
1698354000,182.412,182.509,181.046,181.396,NaN
1698613200,181.396,181.88,180.77,181.46,NaN
1698699600,181.46,184.382,181.322,184.378,NaN
1698786000,184.378,184.47,182.948,183.428,NaN
1698872400,183.428,183.729,182.741,183.582,NaN
1698958800,183.582,185.022,183.231,185.022,NaN
1699221600,185.022,185.966,184.688,185.262,NaN
1699308000,185.262,185.464,184.651,184.979,NaN
1699394400,184.979,185.674,184.551,185.456,NaN
1699480800,185.456,185.896,184.849,185.007,NaN
1699567200,185.007,185.344,184.641,185.264,NaN
1699826400,185.264,186.327,185.019,186.302,NaN
1699912800,186.302,188.289,186.093,187.954,NaN
1699999200,187.954,188.239,187.203,187.935,NaN
1700085600,187.935,187.99,186.831,187.118,NaN
1700172000,187.118,187.221,185.32,186.469,NaN
1700431200,186.469,186.795,184.636,185.56,NaN
1700517600,185.56,186.099,184.473,186.078,NaN
1700604000,186.078,187.029,185.642,186.841,NaN
1700690400,186.841,187.669,186.29,187.455,NaN
1700776800,187.455,188.662,187.107,188.661,NaN
1701036000,188.345,188.531,187.608,187.755,NaN
1701122400,187.755,187.879,187.058,187.213,NaN
1701208800,187.213,187.538,186.628,186.932,NaN
1701295200,186.932,187.569,186.236,187.079,NaN
1701381600,187.079,187.524,186.197,186.197,NaN
1701640800,186.593,186.593,185.078,185.974,NaN
1701727200,185.974,186.195,185.068,185.361,NaN
1701813600,185.361,185.811,184.993,185.022,NaN
1701900000,185.022,185.061,178.587,181.496,NaN
1701986400,181.496,182.046,179.559,181.903,NaN
1702245600,181.903,184.33,181.666,183.52,NaN
1702332000,183.52,183.598,182.278,182.709,NaN
1702418400,182.709,183.15,180.203,180.291,NaN
1702504800,180.291,181.217,178.353,181.154,NaN
1702591200,181.154,181.739,179.825,180.225,NaN
1702850400,180.225,181.182,179.998,180.573,NaN
1702936800,180.573,184.181,180.046,183.131,NaN
