time,open,high,low,close,Volume
1709762400,149.396,149.3975,149.291,149.333,NaN
1709766000,149.333,149.335,149.1975,149.267,NaN
1709769600,149.267,149.267,148.8825,148.8995,NaN
1709773200,148.8995,148.974,148.5615,148.62,NaN
1709776800,148.62,148.796,148.6045,148.757,NaN
1709780400,148.757,148.7735,148.608,148.67,NaN
1709784000,148.67,148.6725,148.405,148.553,NaN
1709787600,148.553,148.682,148.5115,148.6385,NaN
1709791200,148.6385,148.6805,148.12,148.1975,NaN
1709794800,148.1975,148.2535,147.94,147.9425,NaN
1709798400,147.9425,148.103,147.812,147.9315,NaN
1709802000,147.9315,148.1115,147.8345,147.9865,NaN
1709805600,147.9865,147.9975,147.869,147.8715,NaN
1709809200,147.8715,147.9085,147.7715,147.84,NaN
1709812800,147.84,147.8815,147.6835,147.8345,NaN
1709816400,147.8345,147.9275,147.589,147.7685,NaN
1709820000,147.7685,148.2215,147.733,148.122,NaN
1709823600,148.122,148.3005,148.018,148.1405,NaN
1709827200,148.1405,148.183,147.8925,148.0945,NaN
1709830800,148.0945,148.237,148.0845,148.1075,NaN
1709834400,148.1075,148.128,148.0245,148.1125,NaN
1709838000,148.1125,148.1355,148.0045,148.007,NaN
1709841600,148.007,148.1115,147.997,148.081,NaN
1709845200,148.081,148.081,148.0065,148.0485,NaN
1709848800,148.0485,148.049,147.872,147.9195,NaN
1709852400,147.9195,147.946,147.8295,147.8665,NaN
1709856000,147.8665,147.8945,147.5245,147.7505,NaN
1709859600,147.7505,148.12,147.6555,147.9755,NaN
1709863200,147.9755,148.091,147.881,147.9675,NaN
1709866800,147.9675,148.0575,147.807,147.8175,NaN
1709870400,147.8175,147.9075,147.776,147.855,NaN
1709874000,147.855,147.8685,147.7775,147.805,NaN
1709877600,147.805,147.9905,147.804,147.8565,NaN
1709881200,147.8565,148.0475,147.8005,147.884,NaN
1709884800,147.884,147.971,147.8025,147.817,NaN
1709888400,147.817,147.8265,146.8805,147.1375,NaN
1709892000,147.1375,147.2085,146.955,147.099,NaN
1709895600,147.099,147.123,146.9545,147.1005,NaN
1709899200,147.1005,147.241,147.0865,147.2315,NaN
1709902800,147.2315,147.5105,146.484,146.963,NaN
1709906400,146.963,147.0455,146.696,146.8925,NaN
1709910000,146.8925,147.236,146.852,147.0315,NaN
1709913600,147.0315,147.2595,147.028,147.1795,NaN
1709917200,147.1795,147.191,147.027,147.0295,NaN
1709920800,147.0295,147.1475,146.9865,147.069,NaN
1709924400,147.069,147.162,147.046,147.0505,NaN
