time,open,high,low,close,Volume
1697058000,149.166,149.831,148.956,149.807,NaN
1697144400,149.807,149.83,149.456,149.561,NaN
1697403600,149.561,149.766,149.36,149.51,NaN
1697490000,149.51,149.853,148.752,149.814,NaN
1697576400,149.814,149.938,149.487,149.928,NaN
1697662800,149.928,149.967,149.669,149.793,NaN
1697749200,149.793,149.994,149.647,149.841,NaN
1698008400,149.649,149.992,149.557,149.713,NaN
1698094800,149.713,149.933,149.323,149.914,NaN
1698181200,149.914,150.322,149.796,150.229,NaN
1698267600,150.229,150.779,149.841,150.397,NaN
1698354000,150.397,150.414,149.462,149.653,NaN
1698613200,149.653,149.856,148.806,149.083,NaN
1698699600,149.083,151.719,149.023,151.692,NaN
1698786000,151.692,151.701,150.664,150.952,NaN
1698872400,150.952,150.969,149.846,150.469,NaN
1698958800,150.469,150.559,149.195,149.195,NaN
1699221600,149.195,150.086,149.195,150.073,NaN
1699308000,150.073,150.693,149.935,150.366,NaN
1699394400,150.366,151.06,150.349,150.976,NaN
1699480800,150.976,151.39,150.771,151.351,NaN
1699567200,151.351,151.605,151.224,151.522,NaN
1699826400,151.522,151.912,151.204,151.722,NaN
1699912800,151.722,151.789,150.157,150.377,NaN
1699999200,150.377,151.424,150.051,151.383,NaN
1700085600,151.383,151.432,150.288,150.728,NaN
1700172000,150.728,150.778,149.198,149.601,NaN
1700431200,149.198,149.993,148.105,148.385,NaN
1700517600,148.385,148.597,147.154,148.394,NaN
1700604000,148.394,149.751,148.022,149.54,NaN
1700690400,149.54,149.694,148.89,149.558,NaN
1700776800,149.558,149.715,149.199,149.199,NaN
1701036000,149.45,149.679,148.547,148.692,NaN
1701122400,148.692,148.832,147.324,147.487,NaN
1701208800,147.487,147.906,146.674,147.245,NaN
1701295200,147.245,148.52,146.846,148.198,NaN
1701381600,148.198,148.349,146.662,146.662,NaN
1701640800,146.806,147.454,146.227,147.21,NaN
1701727200,147.21,147.39,146.563,147.155,NaN
1701813600,147.155,147.5,146.897,147.311,NaN
1701900000,147.311,147.344,141.627,144.133,NaN
1701986400,144.133,145.219,142.501,144.954,NaN
1702245600,144.954,146.588,144.815,146.169,NaN
1702332000,146.169,146.188,144.74,145.45,NaN
1702418400,145.45,145.996,142.637,142.887,NaN
1702504800,142.887,142.921,140.957,141.894,NaN
1702591200,141.894,142.469,141.432,142.174,NaN
1702850400,142.174,143.16,142.074,142.795,NaN
1702936800,142.795,144.958,142.25,143.837,NaN
1703023200,143.837,144.099,143.265,143.573,NaN
1703109600,143.573,143.622,142.047,142.121,NaN
1703196000,142.121,142.665,141.868,142.46,NaN
1703541600,142.46,142.635,142.096,142.401,NaN
1703628000,142.401,142.851,141.551,141.829,NaN
1703714400,141.829,141.831,140.254,141.416,NaN
1703800800,141.416,141.916,140.797,141.022,NaN
1704146400,141.022,142.218,140.818,141.986,NaN
1704232800,141.986,143.735,141.859,143.294,NaN
1704319200,143.294,144.854,142.856,144.634,NaN
1704405600,144.634,145.981,143.81,144.634,NaN
1704664800,144.634,144.921,143.664,144.234,NaN
1704751200,144.234,144.625,143.423,144.479,NaN
1704837600,144.479,145.835,144.322,145.758,NaN
1704924000,145.758,146.419,144.999,145.289,NaN
1705010400,145.289,145.571,144.351,144.921,NaN
1705269600,144.921,145.945,144.873,145.745,NaN
1705356000,145.745,147.315,145.588,147.185,NaN
1705442400,147.185,148.531,147.079,148.16,NaN
1705528800,148.16,148.303,147.658,148.162,NaN
1705615200,148.162,148.807,147.842,148.161,NaN
1705874400,148.161,148.316,147.62,148.112,NaN
1705960800,148.112,148.699,146.985,148.354,NaN
1706047200,148.354,148.4,146.651,147.51,NaN
1706133600,147.51,147.949,147.085,147.662,NaN
1706220000,147.662,148.21,147.414,148.159,NaN
1706479200,148.156,148.338,147.257,147.51,NaN
1706565600,147.51,147.93,147.099,147.606,NaN
1706652000,147.606,147.902,146.013,146.945,NaN
1706738400,146.945,147.118,145.898,146.423,NaN
1706824800,146.423,148.586,146.245,148.383,NaN
1707084000,148.383,148.895,148.271,148.68,NaN
1707170400,148.68,148.79,147.821,147.943,NaN
1707256800,147.943,148.261,147.622,148.182,NaN
1707343200,148.182,149.481,147.935,149.318,NaN
1707429600,149.318,149.578,149.011,149.285,NaN
1707688800,149.285,149.481,148.93,149.348,NaN
1707775200,149.348,150.887,149.213,150.796,NaN
