date,open,high,low,close,change,diff
06/27/2024 15:00,2329.21,2330.71,2324.9,2327.19,-202,-0.09
06/27/2024 14:00,2323.13,2330.31,2323.05,2328.86,573,0.25
06/27/2024 13:00,2321.09,2324.45,2319.51,2323.42,233,0.1
06/27/2024 12:00,2317.81,2324.09,2315.99,2322.89,508,0.22
06/27/2024 11:00,2315.41,2317.84,2312.9,2317.12,171,0.07
06/27/2024 10:00,2312.77,2315.28,2312.1,2315.2,243,0.1
06/27/2024 09:00,2307.75,2313.46,2307.35,2312.45,470,0.2
06/27/2024 08:00,2302.02,2308.19,2302.02,2307.56,554,0.24
06/27/2024 07:00,2300.5,2302.36,2299.9,2302.36,186,0.08
06/27/2024 06:00,2297.06,2303.31,2296.56,2301.69,463,0.2
06/27/2024 05:00,2300.34,2300.41,2296.3,2297.35,-299,-0.13
06/27/2024 04:00,2298.84,2301,2298.69,2300.16,132,0.06
06/27/2024 03:00,2299.03,2299.64,2297.3,2298.84,-19,-0.01
06/27/2024 02:00,2297.88,2299.9,2297.38,2299.35,147,0.06
06/27/2024 01:00,2299.24,2299.58,2296.78,2297.73,-151,-0.07
06/27/2024 00:00,2298.36,2300.01,2297.7,2298.96,60,0.03
06/26/2024 23:00,2298.32,2298.32,2297,2298.16,-16,-0.01
06/26/2024 22:00,2297.96,2298.77,2296.6,2298.24,28,0.01
06/26/2024 21:00,2297.49,2297.49,2297.49,2297.49,0,0
06/26/2024 20:00,2298.74,2298.8,2296.4,2297.73,-101,-0.04
06/26/2024 19:00,2298.88,2299.16,2296.8,2298.06,-82,-0.04
06/26/2024 18:00,2301.9,2302.01,2297.9,2298.88,-302,-0.13
06/26/2024 17:00,2299.52,2302.76,2299.52,2302.01,249,0.11
06/26/2024 16:00,2299.32,2302.05,2298.59,2299.66,34,0.01
06/26/2024 15:00,2298.58,2303.65,2296.26,2300.11,153,0.07
06/26/2024 14:00,2295.76,2300.91,2295.5,2297.41,165,0.07
06/26/2024 13:00,2310.33,2311.33,2294.26,2296.56,-1377,-0.6
06/26/2024 12:00,2313.55,2317.63,2310.52,2310.52,-303,-0.13
06/26/2024 11:00,2307.9,2313.77,2304.51,2313.3,540,0.23
06/26/2024 10:00,2316.15,2316.15,2308,2308,-815,-0.35
06/26/2024 09:00,2316.09,2317.97,2315.5,2316.12,3,0
06/26/2024 08:00,2316.02,2317.81,2312.2,2315.66,-36,-0.02
06/26/2024 07:00,2317.14,2317.19,2313,2315.66,-148,-0.06
06/26/2024 06:00,2312.04,2317.17,2309.66,2317.08,504,0.22
06/26/2024 05:00,2316.73,2317.89,2311.81,2311.91,-482,-0.21
06/26/2024 04:00,2317.13,2317.52,2315.2,2316.73,-40,-0.02
06/26/2024 03:00,2319.17,2320.88,2316.68,2316.94,-223,-0.1
06/26/2024 02:00,2313.17,2321.25,2313.02,2319,583,0.25
06/26/2024 01:00,2317.07,2320.57,2310.79,2313.03,-404,-0.17
06/26/2024 00:00,2319.79,2322.82,2317.8,2318.13,-166,-0.07
06/25/2024 23:00,2320.56,2321.06,2318.5,2320.33,-23,-0.01
06/25/2024 22:00,2318.3,2320.91,2318.3,2320.56,226,0.1
06/25/2024 21:00,2319.35,2319.35,2318.87,2318.87,-48,-0.02
06/25/2024 20:00,2319.66,2319.66,2317.2,2318.87,-79,-0.03
06/25/2024 19:00,2318.84,2320.28,2318.4,2319.79,95,0.04
06/25/2024 18:00,2319.64,2319.64,2316.8,2319.23,-41,-0.02
06/25/2024 17:00,2317.82,2319.75,2316.85,2319.19,137,0.06
06/25/2024 16:00,2324.74,2324.83,2315.73,2317.8,-694,-0.3
06/25/2024 15:00,2327.39,2327.4,2316.44,2324.76,-263,-0.11
06/25/2024 14:00,2325.45,2327.59,2319.91,2327.09,164,0.07
06/25/2024 13:00,2323.8,2326.78,2320.9,2325.57,177,0.08
06/25/2024 12:00,2329.79,2330.22,2324.17,2324.42,-537,-0.23
06/25/2024 11:00,2335.76,2335.76,2327.5,2330,-576,-0.25
06/25/2024 10:00,2332.1,2336.93,2332.1,2335.14,304,0.13
06/25/2024 09:00,2329.36,2333.83,2329.36,2333.53,417,0.18
06/25/2024 08:00,2324.56,2330.24,2323.03,2329.82,526,0.23
06/25/2024 07:00,2326.48,2327.56,2324.16,2325.04,-144,-0.06
06/25/2024 06:00,2324.51,2327.36,2323.1,2327.26,275,0.12
06/25/2024 05:00,2327.05,2329.98,2324.46,2324.86,-219,-0.09
06/25/2024 04:00,2324.02,2327.6,2322.88,2327.4,338,0.15
06/25/2024 03:00,2326.31,2328.43,2323.8,2324.18,-213,-0.09
06/25/2024 02:00,2325.51,2326.84,2324.3,2326.48,97,0.04
06/25/2024 01:00,2330,2330.84,2323.21,2325.46,-454,-0.2
06/25/2024 00:00,2330.21,2330.66,2327.2,2330.09,-12,-0.01
06/24/2024 23:00,2331.75,2331.75,2329.6,2330.65,-110,-0.05
06/24/2024 22:00,2333.22,2333.96,2331.2,2331.54,-168,-0.07
06/24/2024 21:00,2334.21,2334.21,2333.39,2333.39,-82,-0.04
06/24/2024 20:00,2331.86,2334.21,2331.46,2334.21,235,0.1
06/24/2024 19:00,2333.93,2333.93,2330.98,2331.82,-211,-0.09
06/24/2024 18:00,2332.2,2334.5,2332.08,2333.63,143,0.06
06/24/2024 17:00,2331.53,2333.07,2330.59,2331.97,44,0.02
06/24/2024 16:00,2326.85,2331.98,2326.85,2331.56,471,0.2
06/24/2024 15:00,2330.88,2332.99,2327.58,2327.58,-330,-0.14
06/24/2024 14:00,2327.84,2333.4,2326.98,2330.64,280,0.12
06/24/2024 13:00,2327.16,2333.49,2326.04,2328.45,129,0.06
06/24/2024 12:00,2325.76,2327.68,2323.45,2327.68,192,0.08
06/24/2024 11:00,2324.9,2327.96,2323.7,2326.29,139,0.06
06/24/2024 10:00,2325.24,2326.7,2324.47,2325.16,-8,0
06/24/2024 09:00,2330.5,2330.81,2322.26,2324.88,-562,-0.24
06/24/2024 08:00,2330.58,2332.6,2329.2,2330.69,11,0
06/24/2024 07:00,2323.1,2331.66,2321.9,2330.75,765,0.33
06/24/2024 06:00,2323.9,2325.1,2321.41,2323.33,-57,-0.02
06/24/2024 05:00,2324.36,2326.76,2323.76,2324.79,43,0.02
06/24/2024 04:00,2325.52,2326.38,2324,2324.04,-148,-0.06
06/24/2024 03:00,2325.08,2326.47,2324.1,2325.25,17,0.01
06/24/2024 02:00,2323.29,2324.93,2318.8,2324.72,143,0.06
06/24/2024 01:00,2320.85,2325.77,2319.14,2323.44,259,0.11
06/24/2024 00:00,2318.59,2321.51,2317.1,2320.8,221,0.1
06/23/2024 23:00,2321.16,2321.16,2316.8,2318.87,-229,-0.1
06/23/2024 22:00,2320.15,2321.96,2318.16,2321.34,119,0.05
06/23/2024 21:00,2321.15,2321.15,2321.15,2321.15,0,0
06/21/2024 20:00,2321.91,2322.4,2318.74,2319.04,-287,-0.12
06/21/2024 19:00,2321.66,2323.1,2320.6,2322.16,50,0.02
06/21/2024 18:00,2318.59,2322.7,2317.15,2321.95,336,0.14
06/21/2024 17:00,2324.61,2324.76,2317.65,2318.43,-618,-0.27
06/21/2024 16:00,2327.71,2328.94,2324.26,2324.65,-306,-0.13
06/21/2024 15:00,2329.5,2334.09,2323.63,2327.93,-157,-0.07
06/21/2024 14:00,2339.97,2340.17,2329.88,2329.88,-1009,-0.43
06/21/2024 13:00,2360.42,2363.51,2335.04,2340.17,-2025,-0.87
06/21/2024 12:00,2366.82,2367.72,2360.44,2360.51,-631,-0.27
06/21/2024 11:00,2363.46,2368.58,2363.18,2366.38,292,0.12
06/21/2024 10:00,2363.72,2364.04,2360.9,2363.57,-15,-0.01
06/21/2024 09:00,2365.44,2367.09,2362.6,2363.83,-161,-0.07
06/21/2024 08:00,2362.97,2367.85,2362.97,2365.33,236,0.1
06/21/2024 07:00,2358,2364.26,2355.26,2363.41,541,0.23
06/21/2024 06:00,2363.91,2364.49,2357.7,2358.21,-570,-0.24
06/21/2024 05:00,2362.73,2365.37,2361.7,2364.49,176,0.07
06/21/2024 04:00,2362.07,2362.79,2360.4,2362.44,37,0.02
06/21/2024 03:00,2359.2,2361.84,2358.2,2361.84,264,0.11
06/21/2024 02:00,2359.81,2361.42,2358,2359.27,-54,-0.02
06/21/2024 01:00,2364.02,2364.02,2357.16,2359.55,-447,-0.19
06/21/2024 00:00,2360.95,2364.6,2360.1,2363.98,303,0.13
06/20/2024 23:00,2359.21,2360.85,2358.5,2360.7,149,0.06
06/20/2024 22:00,2359.33,2359.86,2357.3,2359.23,-10,0
06/20/2024 21:00,2359.73,2359.73,2359.23,2359.23,-50,-0.02
06/20/2024 20:00,2358.86,2359.73,2357.4,2359.73,87,0.04
06/20/2024 19:00,2358.08,2359.71,2357.6,2358.96,88,0.04
06/20/2024 18:00,2357.32,2360.85,2357.1,2358.24,92,0.04
06/20/2024 17:00,2356.27,2357.28,2354.57,2357.28,101,0.04
06/20/2024 16:00,2353.98,2356.69,2352.92,2356.21,223,0.09
06/20/2024 15:00,2364.88,2365.1,2351.6,2353.61,-1127,-0.48
06/20/2024 14:00,2349.46,2364.48,2348,2363.11,1365,0.58
06/20/2024 13:00,2338.48,2348.46,2336.88,2347.65,917,0.39
06/20/2024 12:00,2339.35,2342.59,2336.22,2337.97,-138,-0.06
06/20/2024 11:00,2339.11,2341.22,2337.86,2339.36,25,0.01
06/20/2024 10:00,2334.91,2340.54,2333.81,2339.54,463,0.2
06/20/2024 09:00,2333.02,2335.6,2331.83,2334.55,153,0.07
06/20/2024 08:00,2338.2,2339.23,2332.3,2333.18,-502,-0.22
06/20/2024 07:00,2344.06,2344.66,2337.7,2338.74,-532,-0.23
06/20/2024 06:00,2340.52,2345,2340,2343.84,332,0.14
06/20/2024 05:00,2340.12,2344.59,2339.87,2340.15,3,0
06/20/2024 04:00,2334.24,2340.52,2333.1,2340.37,613,0.26
06/20/2024 03:00,2333.37,2334.15,2332.29,2333.77,40,0.02
06/20/2024 02:00,2336,2337.02,2332.78,2333.58,-242,-0.1
06/20/2024 01:00,2329.98,2338.7,2329.65,2336.18,620,0.27
06/20/2024 00:00,2329.23,2329.65,2327.4,2329.6,37,0.02
06/19/2024 23:00,2330.06,2330.06,2328.2,2329.23,-83,-0.04
06/19/2024 22:00,2324.96,2330.26,2324.96,2330.26,530,0.23
06/19/2024 21:00,2327.98,2327.98,2327.98,2327.98,0,0
06/19/2024 18:00,2329.71,2329.8,2327.84,2327.98,-173,-0.07
06/19/2024 17:00,2329.34,2330.85,2329.21,2329.8,46,0.02
06/19/2024 16:00,2329.76,2331.27,2328.88,2329.19,-57,-0.02
06/19/2024 15:00,2325.85,2329.7,2325.27,2329.55,370,0.16
06/19/2024 14:00,2327.95,2328.06,2323.87,2326.34,-161,-0.07
06/19/2024 13:00,2328.04,2331.15,2326.82,2328.13,9,0
06/19/2024 12:00,2330.41,2332.77,2325.49,2328.51,-190,-0.08
06/19/2024 11:00,2327.91,2330.8,2326.21,2329.71,180,0.08
06/19/2024 10:00,2327.85,2329.61,2327.3,2327.62,-23,-0.01
06/19/2024 09:00,2332.43,2332.71,2327.7,2328.08,-435,-0.19
06/19/2024 08:00,2332.1,2334.76,2331.3,2332.53,43,0.02
06/19/2024 07:00,2330.54,2332.35,2329.88,2331.74,120,0.05
06/19/2024 06:00,2329.07,2330.41,2327.6,2330.15,108,0.05
06/19/2024 05:00,2327.91,2329.86,2325.8,2329.08,117,0.05
06/19/2024 04:00,2327.89,2328.33,2327,2327.89,0,0
06/19/2024 03:00,2330.33,2331.45,2327,2328.15,-218,-0.09
06/19/2024 02:00,2329.79,2330.93,2328.84,2330.11,32,0.01
06/19/2024 01:00,2329.26,2330.67,2325.7,2330,74,0.03
06/19/2024 00:00,2328.48,2329.73,2327.98,2329.33,85,0.04
06/18/2024 23:00,2328.06,2329.36,2327.96,2328.06,0,0
06/18/2024 22:00,2328.49,2329.75,2326.7,2327.96,-53,-0.02
06/18/2024 21:00,2328.99,2328.99,2328.91,2328.91,-8,0
06/18/2024 20:00,2329.36,2330.4,2328.63,2328.99,-37,-0.02
06/18/2024 19:00,2330.68,2330.97,2328.47,2329.26,-142,-0.06
06/18/2024 18:00,2329.31,2331.29,2327.62,2330.99,168,0.07
06/18/2024 17:00,2330.64,2332.63,2328.33,2329.18,-146,-0.06
06/18/2024 16:00,2327.36,2330.57,2326.43,2330.32,296,0.13
06/18/2024 15:00,2323.6,2329.29,2318.21,2326.93,333,0.14
06/18/2024 14:00,2326.48,2326.79,2321.3,2323.08,-340,-0.15
06/18/2024 13:00,2313.96,2327.27,2313.63,2324.92,1096,0.47
06/18/2024 12:00,2313.42,2323.34,2311.61,2313.8,38,0.02
06/18/2024 11:00,2308.21,2313.89,2306.4,2313.52,531,0.23
06/18/2024 10:00,2311.06,2312.27,2306.64,2308.27,-279,-0.12
06/18/2024 09:00,2311.02,2314.07,2310.83,2310.96,-6,0
06/18/2024 08:00,2314.69,2315.6,2310.5,2311.33,-336,-0.15
06/18/2024 07:00,2320.02,2320.02,2314.3,2315.6,-442,-0.19
06/18/2024 06:00,2322.6,2322.6,2318.9,2319.87,-273,-0.12
06/18/2024 05:00,2322.04,2323.46,2318.9,2322.07,3,0
06/18/2024 04:00,2324.08,2324.59,2321.6,2322.32,-176,-0.08
06/18/2024 03:00,2324.32,2324.97,2322.8,2324.63,31,0.01
06/18/2024 02:00,2322.57,2325.49,2321.52,2324.44,187,0.08
06/18/2024 01:00,2324.68,2324.95,2319.14,2322.57,-211,-0.09
06/18/2024 00:00,2321.34,2325.34,2320,2324.31,297,0.13
06/17/2024 23:00,2320.83,2320.95,2318.95,2320.26,-57,-0.02
06/17/2024 22:00,2319.49,2320.93,2318.91,2320.76,127,0.05
06/17/2024 21:00,2318.61,2318.73,2318.61,2318.73,12,0.01
06/17/2024 20:00,2320.57,2320.57,2317.4,2318.61,-196,-0.08
06/17/2024 19:00,2317.84,2320.47,2317.5,2320.08,224,0.1
06/17/2024 18:00,2316.75,2318.98,2315.4,2317.79,104,0.04
06/17/2024 17:00,2316.5,2318.05,2313.16,2317.03,53,0.02
06/17/2024 16:00,2313.23,2316.84,2312.78,2316.84,361,0.16
06/17/2024 15:00,2323.7,2324.97,2309.73,2312.34,-1136,-0.49
06/17/2024 14:00,2320.5,2327.21,2318.8,2324.43,393,0.17
06/17/2024 13:00,2319.22,2325.86,2319.04,2320.79,157,0.07
06/17/2024 12:00,2318.38,2320.99,2316.79,2319.58,120,0.05
06/17/2024 11:00,2320.68,2321.63,2317.71,2317.99,-269,-0.12
06/17/2024 10:00,2319.76,2322.33,2319.48,2320.49,73,0.03
06/17/2024 09:00,2321.78,2322.4,2319.19,2319.87,-191,-0.08
06/17/2024 08:00,2316.7,2322.16,2316.43,2321.33,463,0.2
06/17/2024 07:00,2317.22,2319.99,2315.74,2316.93,-29,-0.01
06/17/2024 06:00,2318.37,2318.98,2315.62,2317.48,-89,-0.04
06/17/2024 05:00,2323.26,2323.64,2317.6,2318.22,-504,-0.22
06/17/2024 04:00,2324.39,2325.81,2322.9,2323.64,-75,-0.03
06/17/2024 03:00,2322.15,2324.72,2321.5,2324.48,233,0.1
06/17/2024 02:00,2325.48,2325.76,2321.2,2322.36,-312,-0.13
06/17/2024 01:00,2326.11,2328.26,2322.65,2326.07,-4,0
06/17/2024 00:00,2327.74,2328.57,2324.6,2326.27,-147,-0.06
06/16/2024 23:00,2328.64,2329.2,2326.7,2328.63,-1,0
06/16/2024 22:00,2331.48,2331.48,2327.36,2329.16,-232,-0.1
06/14/2024 20:00,2332.48,2332.66,2330.5,2332.3,-18,-0.01
06/14/2024 19:00,2334.67,2335.22,2332,2332.41,-226,-0.1
06/14/2024 18:00,2333.95,2334.89,2332.46,2334.64,69,0.03
06/14/2024 17:00,2329.02,2334.93,2328.54,2333.09,407,0.17
06/14/2024 16:00,2326.62,2331.57,2325.44,2329.03,241,0.1
06/14/2024 15:00,2329.64,2331.87,2324.12,2326.07,-357,-0.15
06/14/2024 14:00,2331.02,2334.83,2328.47,2329.6,-142,-0.06
06/14/2024 13:00,2329.84,2332.69,2324.68,2330.55,71,0.03
06/14/2024 12:00,2332.05,2333.14,2327.49,2330.74,-131,-0.06
06/14/2024 11:00,2329.5,2336.2,2326.29,2333.01,351,0.15
06/14/2024 10:00,2321.16,2332.22,2320.6,2330.13,897,0.38
06/14/2024 09:00,2317.28,2321.65,2314.6,2321.52,424,0.18
06/14/2024 08:00,2314.3,2321.32,2314.3,2318.16,386,0.17
06/14/2024 07:00,2313.08,2316.25,2309.45,2314.87,179,0.08
06/14/2024 06:00,2309.75,2312.6,2307.47,2312.55,280,0.12
06/14/2024 05:00,2305.97,2311.38,2304.9,2309.94,397,0.17
06/14/2024 04:00,2305.42,2305.89,2303.2,2305.78,36,0.02
06/14/2024 03:00,2306.48,2308.38,2304.4,2305.38,-110,-0.05
06/14/2024 02:00,2305.71,2306.9,2304.19,2306.6,89,0.04
06/14/2024 01:00,2304.53,2307.03,2302.9,2305.92,139,0.06
06/14/2024 00:00,2302.72,2305.24,2301.5,2304.8,208,0.09
06/13/2024 23:00,2302.83,2303.05,2301,2302.16,-67,-0.03
06/13/2024 22:00,2302.87,2303.84,2302.3,2302.76,-11,0
06/13/2024 21:00,2303.38,2303.38,2303.38,2303.38,0,0
06/13/2024 20:00,2303.51,2304.13,2302.2,2303.48,-3,0
06/13/2024 19:00,2302.72,2304.71,2301.9,2303.23,51,0.02
06/13/2024 18:00,2300.74,2303.65,2300.08,2303,226,0.1
06/13/2024 17:00,2299.1,2303.93,2299.1,2301.29,219,0.1
06/13/2024 16:00,2298.49,2299.88,2295.9,2299.44,95,0.04
06/13/2024 15:00,2313.4,2316.82,2297.71,2299.36,-1404,-0.61
06/13/2024 14:00,2310.62,2314.18,2305.81,2313.25,263,0.11
06/13/2024 13:00,2321.97,2324.27,2308.66,2309.22,-1275,-0.55
06/13/2024 12:00,2306.51,2325.88,2305.48,2323.04,1653,0.71
06/13/2024 11:00,2316.38,2316.75,2304.74,2307.07,-931,-0.4
06/13/2024 10:00,2315.34,2319.8,2315.34,2316.75,141,0.06
06/13/2024 09:00,2315.52,2318.29,2313.2,2315.6,8,0
06/13/2024 08:00,2317.12,2317.15,2314,2315.75,-137,-0.06
06/13/2024 07:00,2315.52,2318.29,2313.28,2316.97,145,0.06
