date,open,high,low,close,change,diff
03/14/2024 00:00,2175.28,2176.74,2152.98,2161.58,-1370,-0.63
03/13/2024 00:00,2156.91,2179.03,2156.7,2175.4,1849,0.85
03/12/2024 00:00,2183.87,2184.36,2150.53,2156.93,-2694,-1.25
03/11/2024 00:00,2182.11,2188.68,2175.7,2183.59,148,0.07
03/08/2024 00:00,2161.53,2194.89,2154.03,2178.76,1723,0.79
03/07/2024 00:00,2147.45,2163.15,2144.26,2162.04,1459,0.67
03/06/2024 00:00,2127.91,2152.07,2123.6,2147.44,1953,0.91
03/05/2024 00:00,2114.3,2141.62,2110,2128.17,1387,0.65
03/04/2024 00:00,2083.17,2119.61,2079.4,2114.52,3135,1.48
03/01/2024 00:00,2044.08,2088.03,2038.6,2082.65,3857,1.85
02/29/2024 00:00,2034.57,2050.42,2028.16,2044.13,956,0.47
02/28/2024 00:00,2030,2037.52,2024.5,2034.6,460,0.23
02/27/2024 00:00,2031.12,2039.29,2028.78,2030.08,-104,-0.05
02/26/2024 00:00,2033.79,2036.78,2025.2,2031.06,-273,-0.13
02/23/2024 00:00,2024.69,2041.16,2015.99,2035.39,1070,0.53
02/22/2024 00:00,2025.52,2034.37,2019.77,2024.79,-73,-0.04
02/21/2024 00:00,2023.8,2031.98,2020.47,2025.68,188,0.09
02/20/2024 00:00,2016.11,2030.66,2014.2,2024.07,796,0.39
02/19/2024 00:00,2012.87,2022.67,2007,2016.11,324,0.16
02/16/2024 00:00,2003.35,2015.02,1995.22,2013.01,966,0.48
02/15/2024 00:00,1993.79,2007.9,1990.18,2003.26,947,0.47
02/14/2024 00:00,1991.24,1996,1985.27,1993.75,251,0.13
02/13/2024 00:00,2018.76,2029.71,1990.19,1991.28,-2748,-1.38
02/12/2024 00:00,2025.25,2026.98,2011.3,2018.76,-649,-0.32
02/09/2024 00:00,2034.1,2036.75,2020.3,2024.38,-972,-0.48
02/08/2024 00:00,2036.42,2038.43,2020.34,2034.1,-232,-0.11
02/07/2024 00:00,2035.21,2044.47,2030.57,2036.54,133,0.07
02/06/2024 00:00,2025.1,2038.62,2022.6,2035.15,1005,0.49
02/05/2024 00:00,2040.01,2040.01,2014.4,2024.99,-1502,-0.74
02/02/2024 00:00,2054.68,2057.42,2027.2,2039.58,-1510,-0.74
02/01/2024 00:00,2040,2065.14,2038.5,2054.66,1466,0.71
01/31/2024 00:00,2036.74,2055.78,2031,2039.85,311,0.15
01/30/2024 00:00,2031.27,2048.31,2029.1,2036.4,513,0.25
01/29/2024 00:00,2021.79,2037.24,2018.5,2031.16,937,0.46
01/26/2024 00:00,2019.8,2025.91,2016,2018.33,-147,-0.07
01/25/2024 00:00,2016.43,2024.84,2010.71,2020.59,416,0.21
01/24/2024 00:00,2028.9,2036.33,2011.22,2016.41,-1249,-0.62
01/23/2024 00:00,2021.28,2037.65,2019.1,2029.4,812,0.4
01/22/2024 00:00,2027.29,2031.92,2017.46,2020.7,-659,-0.33
01/19/2024 00:00,2023.33,2039.29,2019.6,2029.47,614,0.3
01/18/2024 00:00,2009.5,2024.34,2005.5,2023.71,1421,0.7
01/17/2024 00:00,2028.01,2032.36,2001.4,2009.7,-1831,-0.91
01/16/2024 00:00,2054.25,2054.4,2023.9,2028.21,-2604,-1.28
01/15/2024 00:00,2047.29,2058.55,2045.8,2054.2,691,0.34
01/12/2024 00:00,2035.2,2062.13,2029.9,2048.99,1379,0.67
01/11/2024 00:00,2026.87,2038.96,2013.39,2034.92,805,0.4
01/10/2024 00:00,2030.74,2040.19,2020.39,2026.71,-403,-0.2
01/09/2024 00:00,2029.8,2040.22,2026.12,2031.01,121,0.06
01/08/2024 00:00,2044.1,2046.5,2018.62,2030.71,-1339,-0.66
01/05/2024 00:00,2044.02,2063.6,2025.36,2045.41,139,0.07
01/04/2024 00:00,2042.92,2050.65,2036.56,2044.41,149,0.07
01/03/2024 00:00,2059.55,2065.92,2030.88,2042.95,-1660,-0.81
01/02/2024 00:00,2063.78,2078.8,2056.65,2059.54,-424,-0.21
01/01/2024 00:00,2064,2066.44,2063,2063.54,-46,-0.02
12/29/2023 00:00,2066.69,2074.51,2058.22,2062.66,-403,-0.2
12/28/2023 00:00,2079.31,2088.31,2064.6,2066.9,-1241,-0.6
12/27/2023 00:00,2066.36,2083.99,2061.65,2079.26,1290,0.62
12/26/2023 00:00,2054.69,2068.91,2052.9,2066.05,1136,0.55
12/25/2023 00:00,2053.41,2057.6,2053.2,2054.97,156,0.08
12/22/2023 00:00,2052.98,2070.2,2046.9,2052.74,-24,-0.01
12/21/2023 00:00,2032.01,2054.79,2031.9,2052.21,2020,0.98
12/20/2023 00:00,2040.8,2043.29,2027.54,2032.08,-872,-0.43
12/19/2023 00:00,2027.48,2046.82,2021.1,2040.78,1330,0.65
12/18/2023 00:00,2017.66,2033.49,2015.4,2027.61,995,0.49
12/15/2023 00:00,2035.96,2044.42,2015.96,2019.45,-1651,-0.82
12/14/2023 00:00,2032.52,2047.55,2028.05,2035.65,313,0.15
12/13/2023 00:00,1982.25,2032.97,1973.01,2032.97,5072,2.49
12/12/2023 00:00,1982.95,1994.96,1977.16,1982.46,-49,-0.02
12/11/2023 00:00,2007.14,2007.62,1975.4,1982.86,-2428,-1.22
12/08/2023 00:00,2028.3,2033.91,1994.71,2004.29,-2401,-1.2
12/07/2023 00:00,2026.98,2039.66,2020.34,2028.05,107,0.05
12/06/2023 00:00,2018.2,2035.26,2018.2,2027.07,887,0.44
12/05/2023 00:00,2033.79,2040.92,2009.71,2018.89,-1490,-0.74
12/04/2023 00:00,2120.04,2120.04,2020.9,2033.85,-8619,-4.24
12/01/2023 00:00,2040.04,2074.95,2033.94,2071.93,3189,1.54
11/30/2023 00:00,2044.53,2046.93,2032.24,2040.04,-449,-0.22
11/29/2023 00:00,2044.41,2051.74,2035.88,2044.51,10,0
11/28/2023 00:00,2015.29,2044.48,2011.79,2044.48,2919,1.43
11/27/2023 00:00,2002.34,2017.57,2001.85,2015.33,1299,0.64
11/24/2023 00:00,1994.07,2003.2,1991.1,2001.97,790,0.39
11/23/2023 00:00,1990.08,1998.41,1989.3,1993.98,390,0.2
11/22/2023 00:00,1999.2,2006.09,1986.95,1990.18,-902,-0.45
11/21/2023 00:00,1981.25,2007.1,1980.3,1999.26,1801,0.9
11/20/2023 00:00,1975.73,1984.85,1965.55,1981.27,554,0.28
11/17/2023 00:00,1982.18,1993.27,1978,1980.55,-163,-0.08
11/16/2023 00:00,1960.22,1987.7,1956.4,1982.32,2210,1.11
11/15/2023 00:00,1962.16,1974.4,1955.81,1960.27,-189,-0.1
11/14/2023 00:00,1946.6,1969.76,1943.1,1962.46,1586,0.81
11/13/2023 00:00,1940.04,1948.91,1932.29,1946.34,630,0.32
11/10/2023 00:00,1959.4,1960.73,1933,1937.43,-2197,-1.13
11/09/2023 00:00,1950.82,1965.54,1944.6,1959.08,826,0.42
11/08/2023 00:00,1968.96,1970.89,1946.8,1950.77,-1819,-0.93
11/07/2023 00:00,1976.51,1976.89,1956.61,1968.84,-767,-0.39
11/06/2023 00:00,1988.6,1993.01,1975,1976.66,-1194,-0.6
11/03/2023 00:00,1985.14,2003.9,1982.5,1992.34,720,0.36
11/02/2023 00:00,1984.88,1990.87,1978.9,1984.93,5,0
11/01/2023 00:00,1983.38,1991.82,1970.08,1985.02,164,0.08
10/31/2023 00:00,1995.01,2007.14,1979.94,1983.63,-1138,-0.57
10/30/2023 00:00,2002.49,2006.6,1990.91,1995.41,-708,-0.35
10/27/2023 00:00,1984.24,2009.09,1976.69,2005.92,2168,1.08
10/26/2023 00:00,1982.93,1993.2,1972.1,1984.33,140,0.07
10/25/2023 00:00,1972.82,1986.62,1963.41,1982.91,1009,0.51
10/24/2023 00:00,1973.59,1980.45,1953.9,1972.79,-80,-0.04
10/23/2023 00:00,1970.62,1982.7,1964.52,1973.52,290,0.15
10/20/2023 00:00,1977,1997.03,1971.4,1981.2,420,0.21
10/19/2023 00:00,1950.94,1979.4,1944.9,1976.65,2571,1.3
10/18/2023 00:00,1924.77,1962.41,1923.86,1950.69,2592,1.33
10/17/2023 00:00,1919.46,1931.12,1912.4,1924.63,517,0.27
10/16/2023 00:00,1925.4,1925.94,1908.43,1919.27,-613,-0.32
10/13/2023 00:00,1870.59,1932.65,1870.21,1931.46,6087,3.15
10/12/2023 00:00,1875.37,1884.34,1867.8,1870.66,-471,-0.25
10/11/2023 00:00,1859.83,1876.87,1858.67,1875.3,1547,0.82
10/10/2023 00:00,1862.82,1865.22,1853.39,1859.65,-317,-0.17
10/09/2023 00:00,1847.88,1863.39,1844.3,1862.52,1464,0.79
10/06/2023 00:00,1821.45,1834.44,1810.74,1832.19,1074,0.59
10/05/2023 00:00,1822.58,1829.04,1813.13,1821.23,-135,-0.07
10/04/2023 00:00,1822.97,1829.64,1816.6,1822.63,-34,-0.02
10/03/2023 00:00,1824.72,1832.91,1814.7,1823.41,-131,-0.07
10/02/2023 00:00,1848.38,1848.81,1820.53,1824.92,-2346,-1.29
09/29/2023 00:00,1866.56,1879.23,1845.9,1848.58,-1798,-0.97
09/28/2023 00:00,1877.46,1879.31,1857.2,1866.58,-1088,-0.58
09/27/2023 00:00,1901.5,1903.46,1871.8,1877.56,-2394,-1.28
09/26/2023 00:00,1916.1,1916.37,1898.7,1901.53,-1457,-0.77
09/25/2023 00:00,1924.74,1926.95,1914.5,1916.17,-857,-0.45
09/22/2023 00:00,1921.47,1928.85,1920.6,1925.2,373,0.19
09/21/2023 00:00,1929.42,1930.35,1913.9,1921.3,-812,-0.42
09/20/2023 00:00,1931.34,1947.34,1927.7,1929.33,-201,-0.1
09/19/2023 00:00,1934.27,1937.15,1929.5,1931.33,-294,-0.15
09/18/2023 00:00,1923.17,1934.44,1922.2,1934.02,1085,0.56
09/15/2023 00:00,1909.78,1930.27,1909.1,1923.56,1378,0.72
09/14/2023 00:00,1909.08,1912.74,1900.5,1909.76,68,0.04
09/13/2023 00:00,1912.83,1915.7,1906.36,1909.17,-366,-0.19
09/12/2023 00:00,1921.52,1924.23,1907.87,1912.86,-866,-0.45
09/11/2023 00:00,1918.91,1930.45,1918.4,1921.55,264,0.14
09/08/2023 00:00,1920.13,1929.41,1917.52,1918.95,-118,-0.06
09/07/2023 00:00,1917.05,1923.36,1915.7,1920.05,300,0.16
09/06/2023 00:00,1926.6,1929.04,1915.34,1917.03,-957,-0.5
09/05/2023 00:00,1937.46,1938.89,1924.7,1926.54,-1092,-0.57
09/04/2023 00:00,1941.33,1946.15,1936.8,1937.58,-375,-0.19
09/01/2023 00:00,1939.79,1952.29,1934.61,1939.87,8,0
08/31/2023 00:00,1944.15,1947.63,1938.4,1939.94,-421,-0.22
08/30/2023 00:00,1936.2,1948.7,1934.7,1944.18,798,0.41
08/29/2023 00:00,1921.21,1938.02,1914.53,1936.14,1493,0.77
08/28/2023 00:00,1915.12,1925.79,1913.1,1921.09,597,0.31
08/25/2023 00:00,1915.69,1922.25,1903.4,1914.64,-105,-0.05
08/24/2023 00:00,1917.95,1923.01,1912.04,1915.7,-225,-0.12
08/23/2023 00:00,1898.46,1920.13,1897.7,1917.92,1946,1.01
08/22/2023 00:00,1900.07,1904.25,1889.68,1898.45,-162,-0.09
08/18/2023 00:00,1891.29,1896.06,1886.8,1889.28,-201,-0.11
08/17/2023 00:00,1893.17,1902.96,1884.7,1891.35,-182,-0.1
08/16/2023 00:00,1901.31,1907.1,1891.2,1893.27,-804,-0.42
08/15/2023 00:00,1907.53,1911.34,1896.69,1901.52,-601,-0.32
08/14/2023 00:00,1913.67,1915.97,1902.7,1907.48,-619,-0.32
08/11/2023 00:00,1912.34,1920.83,1911.7,1913.56,122,0.06
08/10/2023 00:00,1916.56,1929.52,1910.9,1912.35,-421,-0.22
08/09/2023 00:00,1925.49,1932.23,1913.4,1916.62,-887,-0.46
08/08/2023 00:00,1936.82,1937.1,1922.81,1925.56,-1126,-0.58
08/07/2023 00:00,1944.78,1944.78,1931.69,1936.64,-814,-0.42
08/04/2023 00:00,1935.89,1946.07,1930.41,1942.51,662,0.34
08/03/2023 00:00,1936.11,1938.79,1929.75,1935.65,-46,-0.02
08/02/2023 00:00,1951.66,1954.55,1933.44,1935.98,-1568,-0.81
08/01/2023 00:00,1963.88,1964.6,1941.29,1952.15,-1173,-0.6
07/31/2023 00:00,1957.94,1972.23,1952.79,1963.95,601,0.31
07/28/2023 00:00,1947.32,1963.46,1946,1959,1168,0.6
07/27/2023 00:00,1971.97,1981.93,1942.1,1947.37,-2460,-1.26
07/26/2023 00:00,1965.37,1977.72,1961.8,1971.98,661,0.34
07/25/2023 00:00,1954.29,1966.13,1951.96,1965.29,1100,0.56
07/24/2023 00:00,1961.19,1967.68,1952.8,1954.37,-682,-0.35
07/21/2023 00:00,1972.14,1973.68,1958.08,1961.6,-1054,-0.54
07/20/2023 00:00,1977.55,1987.32,1965.43,1972.07,-548,-0.28
07/19/2023 00:00,1977.59,1980.79,1970.1,1977.65,6,0
07/18/2023 00:00,1955.06,1984.1,1954.66,1977.43,2237,1.13
07/17/2023 00:00,1953.1,1959.66,1945.93,1955.39,229,0.12
07/14/2023 00:00,1960.34,1963.69,1951.1,1955.43,-491,-0.25
07/13/2023 00:00,1957.68,1963.21,1952.92,1959.88,220,0.11
07/12/2023 00:00,1933.28,1959.58,1932.9,1957.68,2440,1.25
07/11/2023 00:00,1924.93,1938.2,1923.9,1933.19,826,0.43
07/10/2023 00:00,1924.99,1926.79,1912.72,1924.76,-23,-0.01
07/07/2023 00:00,1911.5,1934.62,1909.4,1925.53,1403,0.73
07/06/2023 00:00,1916.75,1927.32,1902.85,1911.58,-517,-0.27
07/05/2023 00:00,1926.34,1934.83,1914.1,1916.69,-965,-0.5
07/04/2023 00:00,1921.07,1930.53,1919.5,1926.23,516,0.27
07/03/2023 00:00,1917.7,1930.5,1910.11,1921.17,347,0.18
06/30/2023 00:00,1908.71,1922.61,1900.57,1919.2,1049,0.55
06/29/2023 00:00,1909.47,1913,1893.16,1908.76,-71,-0.04
06/28/2023 00:00,1915.26,1916.98,1903.46,1909.64,-562,-0.29
06/27/2023 00:00,1922.57,1930.04,1910.6,1915.42,-715,-0.37
06/26/2023 00:00,1925.22,1933.18,1920.4,1922.37,-285,-0.15
06/23/2023 00:00,1914.47,1936.57,1910.2,1920.79,632,0.33
06/22/2023 00:00,1933.91,1934.15,1912.4,1914.43,-1948,-1.02
06/21/2023 00:00,1935.9,1939.08,1920.19,1933.78,-212,-0.11
06/20/2023 00:00,1952.39,1956.39,1929,1937.17,-1522,-0.79
06/19/2023 00:00,1957,1958.49,1947.8,1952.32,-468,-0.24
06/16/2023 00:00,1958.23,1967.8,1953.5,1957.5,-73,-0.04
06/15/2023 00:00,1944.8,1960.13,1926.21,1958.25,1345,0.69
06/14/2023 00:00,1944.19,1959.7,1939.66,1945.16,97,0.05
06/13/2023 00:00,1959.98,1969.47,1940.1,1943.93,-1605,-0.83
06/12/2023 00:00,1960.09,1966.78,1949.49,1959.86,-23,-0.01
06/09/2023 00:00,1965.2,1971.94,1956.93,1960.49,-471,-0.24
06/08/2023 00:00,1944.36,1969.81,1942.71,1965.33,2097,1.07
06/07/2023 00:00,1963.29,1969.82,1939,1944.39,-1890,-0.97
06/06/2023 00:00,1961.4,1966.2,1954.43,1963.2,180,0.09
06/05/2023 00:00,1949.27,1963.88,1938.21,1961.24,1197,0.61
06/02/2023 00:00,1977.15,1983.42,1947.4,1948,-2915,-1.5
06/01/2023 00:00,1966.22,1983,1952.7,1976.87,1065,0.54
05/31/2023 00:00,1958.5,1974.38,1953.6,1966.31,781,0.4
05/30/2023 00:00,1941.54,1963.42,1932.11,1958.6,1706,0.87
05/29/2023 00:00,1944.04,1949.6,1940.26,1941.55,-249,-0.13
05/26/2023 00:00,1948.96,1951.22,1938.85,1946.07,-289,-0.15
05/25/2023 00:00,1960.03,1964.62,1938.6,1940.37,-1966,-1.01
05/24/2023 00:00,1975.19,1984.92,1956.4,1959.9,-1529,-0.78
05/23/2023 00:00,1969.94,1977.35,1954.4,1975,506,0.26
05/22/2023 00:00,1981.07,1982.32,1969,1969.58,-1149,-0.58
05/19/2023 00:00,1958.38,1983.42,1954.03,1977.58,1920,0.97
05/18/2023 00:00,1982.62,1985.76,1951.8,1958.3,-2432,-1.24
05/17/2023 00:00,1988.8,1992.87,1975.2,1982.62,-618,-0.31
05/16/2023 00:00,2014.35,2018.21,1984.7,1989.5,-2485,-1.25
05/15/2023 00:00,2009.53,2021.82,2008.63,2014.35,482,0.24
05/12/2023 00:00,2016.37,2022.06,2000.91,2010.86,-551,-0.27
05/11/2023 00:00,2031.21,2039.93,2011.07,2016.24,-1497,-0.74
05/10/2023 00:00,2036.57,2048.01,2021.61,2031.36,-521,-0.26
05/09/2023 00:00,2021,2037.46,2019,2036.27,1527,0.75
05/08/2023 00:00,2015.8,2029.18,2015.23,2021.22,542,0.27
05/05/2023 00:00,2049.79,2052.75,1999.63,2016.58,-3321,-1.65
05/04/2023 00:00,2052.78,2059.39,2030.77,2049.8,-298,-0.15
05/03/2023 00:00,2015.1,2071.32,2008.9,2051.93,3683,1.79
05/02/2023 00:00,1981.63,2018.94,1978.5,2015.84,3421,1.7
05/01/2023 00:00,1986.95,2005.35,1977.12,1981.13,-582,-0.29
04/28/2023 00:00,1987.17,1994.59,1977.07,1989.44,227,0.11
04/27/2023 00:00,1991.52,2003.07,1975.03,1986.97,-455,-0.23
04/26/2023 00:00,2000.44,2008.06,1983.51,1991.62,-882,-0.44
04/25/2023 00:00,1994.97,2003.6,1975.91,2000.07,510,0.25
04/24/2023 00:00,1984.62,1996.39,1974.76,1995.35,1073,0.54
04/21/2023 00:00,2005.27,2005.38,1972.01,1982.91,-2236,-1.13
04/20/2023 00:00,1993.63,2012.1,1990.59,2004.97,1134,0.57
04/19/2023 00:00,2005.74,2007.9,1969.4,1993.6,-1214,-0.61
04/18/2023 00:00,1993.87,2011.58,1991.37,2005.48,1161,0.58
04/17/2023 00:00,2002.62,2014.83,1981.46,1993.9,-872,-0.44
04/14/2023 00:00,2039.56,2047.27,1992.31,2004.11,-3545,-1.77
04/13/2023 00:00,2018.1,2047.65,2015.3,2039.89,2179,1.07
04/12/2023 00:00,2004.87,2027.23,2001.2,2018.09,1322,0.66
04/11/2023 00:00,1992.3,2007.13,1988.4,2004.63,1233,0.62
04/10/2023 00:00,2005.17,2005.71,1981.92,1992.37,-1280,-0.64
04/07/2023 00:00,2007.05,2007.24,2007.05,2007.24,19,0.01
04/06/2023 00:00,2020.34,2020.87,2000.4,2007.56,-1278,-0.64
04/05/2023 00:00,2021.48,2031.9,2011.36,2020.23,-125,-0.06
04/04/2023 00:00,1984.6,2024.8,1977.2,2021.6,3700,1.83
04/03/2023 00:00,1957.54,1990.39,1949.8,1984.77,2723,1.37
03/31/2023 00:00,1978.21,1986.75,1966.89,1969.22,-899,-0.46
03/30/2023 00:00,1963.1,1983.9,1955.6,1978.39,1529,0.77
03/29/2023 00:00,1972.27,1972.73,1958.79,1963.15,-912,-0.46
03/28/2023 00:00,1958.2,1975.09,1948.5,1971.86,1366,0.69
03/27/2023 00:00,1975.63,1978.3,1944.42,1958.02,-1761,-0.9
03/24/2023 00:00,1991.37,2002.82,1974.7,1978.42,-1295,-0.65
03/23/2023 00:00,1969.94,2003.22,1966.58,1991.23,2129,1.07
03/22/2023 00:00,1943.12,1977.88,1934.65,1969.57,2645,1.34
03/21/2023 00:00,1977.26,1984.78,1935.51,1942.81,-3445,-1.77
03/20/2023 00:00,1976.47,2009.23,1966.12,1976.52,5,0
03/17/2023 00:00,1921.34,1988.78,1918.48,1987.46,6612,3.33
03/16/2023 00:00,1921.46,1932.68,1907.66,1921.3,-16,-0.01
03/15/2023 00:00,1902.45,1937.02,1886.09,1921.03,1858,0.97
03/14/2023 00:00,1911.76,1913.93,1896.25,1903.02,-874,-0.46
03/13/2023 00:00,1876.65,1914.4,1871.59,1912.13,3548,1.86
03/10/2023 00:00,1831.48,1869.82,1827.71,1867.05,3557,1.91
03/09/2023 00:00,1815.07,1835.09,1811.9,1831.37,1630,0.89
03/08/2023 00:00,1813.78,1823.95,1809.2,1815.12,134,0.07
03/07/2023 00:00,1845.36,1851.36,1812.5,1813.82,-3154,-1.74
03/06/2023 00:00,1852.31,1857.96,1844.8,1846.29,-602,-0.33
03/03/2023 00:00,1838.44,1856.3,1837.1,1855.18,1674,0.9
03/02/2023 00:00,1836.5,1838.66,1830.02,1837.66,116,0.06
03/01/2023 00:00,1825.07,1844.03,1823.01,1836.51,1144,0.62
02/28/2023 00:00,1817.13,1830.86,1805.73,1825.49,836,0.46
